company_name_cn,company_name_en,hall,booth,booth_display,invite_company_id,invite_company_info_id,exb_contract_id,company_logo_url,source,year
大恒能源股份有限公司,"DAH Solar Co., Ltd.",,,,80abbdb6-aa68-4c2b-a10b-670146e1da7a,ca15198e-8c79-4ed6-8977-eceab0e67309,,//download.snec.org.cn/SNEC/article/2025/05/27//logo_画板 1-47210281.png,pv.snec.org.cn/api/getInviteCompanyList,2026
江苏润阳新能源科技股份有限公司,"Jiangsu Runergy New Energy Technology Co., Ltd.",,,,d0df1a6b-284b-4806-ba13-3805af74531e,0b07d1d4-f616-45be-b678-74344293329b,9b70c1f2-7add-4c2c-a65d-f1ca1616a6ab,//download.snec.org.cn/SNEC/article/2024/05/08//runergy中文logo-85894853.png,pv.snec.org.cn/api/getInviteCompanyList,2026
沧州沧一机床附件制造有限公司,"Cangzhou Cangyi Machine Tool Accessories Manufacturing Co., Ltd",,,,6260f11c-85af-4151-a625-038c699835cc,46d99049-f237-4208-91d6-ec086fe571bb,,//download.snec.org.cn/SNEC/article/2025/03/06//公司logo-02193777.png,pv.snec.org.cn/api/getInviteCompanyList,2026
浙江润马光能集团有限公司,"ZHEJIANG RONMA SOLAR GROUP CO.,LTD.",,,,800253ac-5626-4788-a40c-ea7341f0b94f,bf085a7c-6c39-4311-8994-924d0b8a99ed,3a2d8c84-4efe-419b-a60c-8f4fc7236303,//download.snec.org.cn/SNEC/article/2024/04/25//标志加描边-98299598.png,pv.snec.org.cn/api/getInviteCompanyList,2026
上海敏硕机械配件有限公司,"Shanghai Min Shuo Machinery Parts Co., Ltd.",,,,8e8d4c68-e626-438e-9ea9-aa688d8c1993,20f9b360-3608-4899-8857-6225bac7aaa9,,//download.snec.org.cn/SNEC/article/2024/05/21//敏硕logo-独立-64688664.png,pv.snec.org.cn/api/getInviteCompanyList,2026
江苏固尚新能源有限公司,"Jiangsu GoodSun New Energy Co., Ltd",,,,9f787015-3688-4395-aae5-894efb3b4c22,b538c2e5-b8d9-4d1d-a42e-ef28d7915ae3,581f3a14-7546-4744-a261-7765cf497805,https://download.snec.org.cn/SNEC/article/2023/05/08//LOGO-45452749.png,pv.snec.org.cn/api/getInviteCompanyList,2026
苏州希倍优氢能源科技有限公司,"CPU Hydrogen Power Technology (Suzhou) Co., Ltd.",,,,5e8af206-5959-431d-b0a0-868d636c543a,a4dd6dae-4f60-4209-8a90-62ca00b3757b,05f84ed3-3d53-4490-a327-3657458f7773,https://download.snec.org.cn/SNEC/article/2023/05/08//170`70 -13710375.jpg,pv.snec.org.cn/api/getInviteCompanyList,2026
福伏科技（廊坊）有限公司,"Fufu Technology (Langfang) Co., Ltd",,,,a418e563-5b63-4d40-95c0-1e8532334899,a3715faf-f52b-404c-a3c1-963270dee0a1,,//download.snec.org.cn/SNEC/article/2025/05/28//QQ_1748396721999-61804064.png,pv.snec.org.cn/api/getInviteCompanyList,2026
无锡先导智能装备股份有限公司,"WUXI LEAD INTELLIGENT EQUIPMENT CO.,LTD.",,,,807c6aa9-e539-4c25-9267-bc61af23df05,bbb35e81-3ddb-49bb-bfb7-32f43484e467,,//download.snec.org.cn/SNEC/article/2025/05/26//先导logo新-04-66805115.png,pv.snec.org.cn/api/getInviteCompanyList,2026
苏州新智元洁净科技有限公司,"Suzhou Xinzhiyuan Clean Technology Co., Ltd",,,,f3c29c15-e58b-4bd9-b1ef-bcd5cc69ff93,4b1024ff-0de2-406b-ae13-8fa2420bd714,d4f1674d-325e-43a6-87d7-743af600eb24,//download.snec.org.cn/SNEC/article/2023/10/08//628f499061b082104638f4f7e70bd91-11474359.png,pv.snec.org.cn/api/getInviteCompanyList,2026
杭州埃欧珞机器人科技有限公司,"Hangzhou iOULUO Robot Technology Co., Ltd.",,,,02ff517a-e1ab-4e66-af62-5aaeb9364bce,b2ae1fe1-89db-4ea9-a9c5-1621d410364f,7c30f064-d62b-4036-a9a2-defb79259272,//download.snec.org.cn/SNEC/article/2024/04/03//WechatIMG3772-83655127.png,pv.snec.org.cn/api/getInviteCompanyList,2026
汇耀品尚能源科技,huiyaopinshang energy technology,,,,4562e6ec-9384-4e0d-a6a8-cdd5965604c2,d11f402a-33fc-4d71-abea-6f6b36665d6f,0b717cf9-0271-4482-998f-92426bd25f38,https://download.snec.org.cn/SNEC/article/2023/05/12//ff-31188655.jpg,pv.snec.org.cn/api/getInviteCompanyList,2026
思源电气股份有限公司,"Sieyuan Electric Co., Ltd.",,,,d0d136c1-e5ec-47d3-b7cd-8e48ee4b1e62,e59f8f6d-95d1-4ea5-a9d7-c3e5937f75f5,d41459d6-48c0-4aa6-9542-21cab227c97d,//download.snec.org.cn/SNEC/article/2024/04/28//logo-22513426.png,pv.snec.org.cn/api/getInviteCompanyList,2026
韵腾激光,intelaser,,,,c9800ca3-0cec-4685-8686-7deee71862d9,c2484287-4a46-402b-b57d-633118705312,117ffccf-75c2-4ff7-bc02-a75bd7593f06,//download.snec.org.cn/SNEC/article/2024/04/28//logo-36203774.png,pv.snec.org.cn/api/getInviteCompanyList,2026
上海韵申新能源科技有限公司,Shanghai Rhyme New Energgy Technology Co..Ltd,,,,350e1830-7951-45c1-a977-d5ff806c5a8f,2c0fcc9f-342d-4c6c-b44f-cdd777e701a0,8551ac01-ac65-46b4-b79c-d6223bedeee8,//download.snec.org.cn/SNEC/article/2024/05/31//公司-logo-56166083.png,pv.snec.org.cn/api/getInviteCompanyList,2026
廊坊亿汇金属制品有限公司,"Langfang Yihui Metal Products Co.,Ltd. ",,,,9adc2bee-d7f9-4525-be74-a16682131cf2,e1705063-5f79-4be7-a559-a93165a7dd61,,//download.snec.org.cn/SNEC/article/2025/05/29//亿汇-76368487.png,pv.snec.org.cn/api/getInviteCompanyList,2026
无锡英臻科技股份有限公司,"IGEN TECH CO., LTD.",,,,0420cbcf-c21c-40de-803d-99498426f3f0,121b3936-cf63-49f3-8710-55e92ba53bb9,7b3a02ce-577f-449c-b552-4d50ef0aaafa,//download.snec.org.cn/SNEC/article/2024/05/17//logo-蓝字-45264947.png,pv.snec.org.cn/api/getInviteCompanyList,2026
上海盛剑环境系统科技股份有限公司,"Shanghai Shengjian Environment Technology Co., Ltd.",,,,6ff9554c-c8ed-401c-befa-b42b5e60e97f,fb89f063-7555-4ab2-aead-0f3f1070b767,968b1673-2b86-4296-a911-0eaf20c95f50,//download.snec.org.cn/SNEC/article/2024/04/25//1×1m尺寸 (2)-76549886.png,pv.snec.org.cn/api/getInviteCompanyList,2026
湖南中伟新银材料科技有限公司,"Hunan CNGR Silver Based Material Technology Co., Ltd",,,,79bce25e-6940-4bd6-aca4-757fc21bc1cf,3afbc176-a2a1-400d-8e42-21d6ccb6d09c,38cb51d4-0679-4e5a-beff-7be9cdeaeaea,//download.snec.org.cn/SNEC/article/2024/04/11//LOGO（2022新）(1)-68754272.png,pv.snec.org.cn/api/getInviteCompanyList,2026
广东三木科技有限公司,"Guangdong Sanwood Technology Co., Ltd ",,,,5a59c737-354f-491f-a6dc-beef1e6cda00,f86c2317-18ec-4aa9-8e7d-d74eb37d34ef,bba85a12-162b-4917-9822-1cb863309829,//download.snec.org.cn/SNEC/article/2024/04/25//微信图片_20240119110321-54308109.png,pv.snec.org.cn/api/getInviteCompanyList,2026
廊坊思拓新能源科技有限公司,"LangFang Sol-Bright New Energy Technology Co., Ltd.",,,,2907be10-a47a-455b-8dc7-8078b4a89cc9,ba4dc685-65e3-4596-b30a-106f0a2f6280,420ff4a6-b4f0-4643-be80-5d5f216911ef,//download.snec.org.cn/SNEC/article/2024/03/29//黑色png-91368111.png,pv.snec.org.cn/api/getInviteCompanyList,2026
 宏鹰国际货运(上海)有限公司, CEVA Freight Shanghai Limited,,,,70943565-8fd7-4b6a-bf98-7794af644767,077d9f7a-650e-45ea-9fc0-cf6f47c91de8,1427f7ab-3968-45d4-a397-dd7ac4d2c62a,//download.snec.org.cn/SNEC/article/2024/05/31//CEVA Logo White-170-21462009.png,pv.snec.org.cn/api/getInviteCompanyList,2026
宜兴市华恒高性能纤维织造有限公司,"YIXING HUAHENG HIGH PERFORMANCE FIBER TEXTILE CO.,LTD",,,,07cd4070-fb6d-47e8-9e02-2733235dd633,01c33574-ccb5-435b-bf90-b5d87439a916,70871b96-f256-4bca-93bb-b38d5ad920c7,//download.snec.org.cn/SNEC/article/2024/04/16//logo-17099842.png,pv.snec.org.cn/api/getInviteCompanyList,2026
湖南艾华集团股份有限公司,"Hunan Aihua Group Co.,Ltd.",,,,3296c072-0ad0-4b8d-870e-36eb38566a0c,1729f0ee-2955-409f-9b53-a4c8a4cca069,bee0889e-6349-4acf-81ea-0d54ee4644f3,//download.snec.org.cn/SNEC/article/2024/04/02//艾华集团+AISHI 蓝色-37094945.png,pv.snec.org.cn/api/getInviteCompanyList,2026
安徽阜兴新能源科技有限公司,"AnHui FuXing New Energy Technologies Co., Ltd.",,,,3bd8e739-94ae-42ed-ae43-20c9acf83355,a0aee9b1-47f7-4d8b-a5f7-e86a3b2feae2,b17409db-f139-4816-b443-a16df9ad7d80,//download.snec.org.cn/SNEC/article/2024/04/22//logo-07605204.png,pv.snec.org.cn/api/getInviteCompanyList,2026
凌度(广东)智能科技发展有限公司,"Lingdu (Guangdong) Intelligent Technology Development Co., Ltd",,,,5e1747cc-6b17-4538-af85-688f54eeb76f,e4cbd5e5-8c6d-451d-bb72-3b0b448212a0,d9009a81-2910-4bbc-8d0b-7593c02256db,//download.snec.org.cn/SNEC/article/2024/04/24//new--资源 31@300x - 副本-37701965.png,pv.snec.org.cn/api/getInviteCompanyList,2026
金晶(集团)有限公司,"JINJING GROUP CO.,LTD. ",,,,574afb0f-9b5b-4e67-8dc7-da720869600a,7f679906-2b7d-464e-8bb9-6f14d6e0c16b,,//download.snec.org.cn/SNEC/article/2025/05/24//jinjing3333-45309421.png,pv.snec.org.cn/api/getInviteCompanyList,2026
深圳市云天数字能源有限公司,"Shenzhen Yunt Digital Power Co., Ltd.",,,,0cdc60e7-7528-41f7-86fe-bc4eb53c99c4,b007a1d7-5315-4130-be38-027538a97e05,512f71ac-3552-490e-98c4-bccf8e466d5a,//download.snec.org.cn/SNEC/article/2024/03/22//LOGO副本1-88725320.png,pv.snec.org.cn/api/getInviteCompanyList,2026
上海协微环境科技有限公司,"Shanghai Shareway Environment Technology Co., Ltd.",,,,13f10b65-91fb-417d-9c95-ea0595910e32,1c5cc29e-0f76-4664-8ef6-6818cdd167b8,,//download.snec.org.cn/SNEC/article/2024/04/09//Shareway+协微环境 透明底-60963331.png,pv.snec.org.cn/api/getInviteCompanyList,2026
上海迅音科技有限公司,"Shanghai Xunyin Technology Co., Ltd",,,,1c44116f-8cc6-437f-a464-594274e37094,e705f47d-a468-4425-855a-d8d0b2c37e33,3c80f4f4-e6ef-4c95-9e45-487f2cc80d42,//download.snec.org.cn/SNEC/article/2024/05/24//迅音科技-170-70-49749778.png,pv.snec.org.cn/api/getInviteCompanyList,2026
山东鑫泓新材料有限公司,"Shandong Xin Hong New Materials Co., Ltd.",,,,dae35982-ed0b-44db-9039-894de3a896a4,6105f157-eeca-478d-a77a-09d5af04aa44,01bd7b72-ed50-452d-9e0f-b35cde553618,//download.snec.org.cn/SNEC/article/2024/05/20//鑫泓LOGO-53133609.png,pv.snec.org.cn/api/getInviteCompanyList,2026
青谷智控有限公司,"Shenzhen Tringo Control Co., Ltd.",,,,fe96785e-a5b5-4435-bd68-f27e344c1d50,700b0a05-aca0-4b4b-8012-5d9a6f42f0cb,f081990e-dc26-4e87-847c-3bb68755199c,//download.snec.org.cn/SNEC/article/2024/05/24//img_v3_02ar_7332fddf-47c7-46aa-876f-85db743ee7bg(1)-00291543.png,pv.snec.org.cn/api/getInviteCompanyList,2026
中步擎天新能源（湖北）有限公司,www.chintiyansolar.com,,,,131121d7-ee70-4409-a8d6-1d34f83d2fd1,76142987-7839-4912-9a16-ee77759cd530,,//download.snec.org.cn/SNEC/article/2025/05/27//公司logo镂空图横版-53735187.png,pv.snec.org.cn/api/getInviteCompanyList,2026
德雷射科（廊坊）科技有限公司,"Delicacy Laser Optoelectronics (Langfang) Technology Co., Ltd",,,,a2acbdc0-87b6-4d42-8e89-4c2e6ab37bd7,a7eb7d83-9bdb-46a5-b774-52e8ab964038,,//download.snec.org.cn/SNEC/article/2025/05/24//新LOGO-太阳模拟器-14988754.png,pv.snec.org.cn/api/getInviteCompanyList,2026
中认国创检测技术（江苏）有限公司,"CQC-Guochuang Testing Technology (JIANGSU) Co., Ltd",,,,a6142ebc-1afd-4d0c-95e9-a400c140d873,d2d36a8b-d42f-4a51-b894-80518c2c9b9b,,//download.snec.org.cn/SNEC/article/2025/05/25//1748138624127-52733554.png,pv.snec.org.cn/api/getInviteCompanyList,2026
苏州和自兴智能科技有限公司,,,,,be432764-b5f6-4636-89b3-06072b3e380b,cbf9570f-8199-455d-8167-d59521fbe298,ad3a30cb-47f4-486f-b243-3237cd997c0b,https://download.snec.org.cn/SNEC/article/2025/05/29//和自兴-51924421.jpg,pv.snec.org.cn/api/getInviteCompanyList,2026
CK77WB,CK77WB,,,,37f659cc-0cf8-4b79-9ad2-4a2e5adb5df7,,417fc1ff-aa9e-446b-9c75-1374ce3033aa,//download.snec.org.cn/SNEC/article/2022/09/15//468-60-02-00177511.jpg,pv.snec.org.cn/api/getInviteCompanyList,2026
上海乔治费歇尔管路系统有限公司,"Georg Fischer Piping Systems Ltd., Shanghai",,,,47e51751-3eaf-4a5d-8bb5-f04f7e388254,882fd626-c7b5-4fca-946e-784d12ec5eb9,525067e3-81b8-45b8-8b98-fbf0ea5940c0,//download.snec.org.cn/SNEC/article/2024/04/24//GF_Logo_RGB_GF_Blue_1_300dpi-57345724.png,pv.snec.org.cn/api/getInviteCompanyList,2026
上海思源低压开关有限公司,"Shanghai Sieyuan Low voltage Switchgear Co., Ltd.",,,,44effaa0-5795-4276-bec7-d460b3d566a9,361f8f13-0cc4-4d54-b35e-cf5ec554e198,c77098d7-e6a7-4e8d-9416-3dfa68c32082,//download.snec.org.cn/SNEC/article/2024/05/17//思源LOGO-png-69884336.png,pv.snec.org.cn/api/getInviteCompanyList,2026
EUTRACO,EUTRACO,,,,1f45668a-2784-4d30-aa27-afb2a5355b97,9e141f7e-5432-42eb-8943-391d94aaf0e6,034bc164-0a6a-4c91-b798-1aa8b6ccc404,//download.snec.org.cn/SNEC/article/2024/05/27//1716817487768-38554317.png,pv.snec.org.cn/api/getInviteCompanyList,2026
广州鹏辉能源科技股份有限公司,"Guangzhou Great Power Energy & Technology Co., Ltd.",,,,9da4ce78-8b87-45de-a2b4-f286d9ef78a6,d3a91801-3e11-4cc1-947e-57cb4e5079c8,f26a829e-253f-4f8c-bb82-88a216e9f63c,//download.snec.org.cn/SNEC/article/2024/05/27//鹏辉能源logo（透明底蓝色）-RGB-电子资料用色-39866188.png,pv.snec.org.cn/api/getInviteCompanyList,2026
宁波鲍斯能源装备股份有限公司,"NINGBO BAOSI ENERGY EQUIPMENT CO.,LTD",,,,8bf0bf0b-335e-4656-a1c2-f09565565d2f,526c22c7-366f-4dc9-adaa-017f2fd80489,0128fd10-a04e-4623-a82b-cfd03abb30a9,//download.snec.org.cn/SNEC/article/2024/05/07//鲍斯股份-27700660.png,pv.snec.org.cn/api/getInviteCompanyList,2026
浙江振石新材料股份有限公司,"Zhejiang Zhenshi New Material Co., Ltd.",,,,acb1ee7d-a7d3-40ee-9e3e-e4729e30bd70,b4e39903-e8d8-4bbb-a611-2a9aa0331c15,b8f87a85-a4bd-4419-927f-f50dc9e76eba,//download.snec.org.cn/SNEC/article/2024/05/15//微信图片_20240515140146-61506770.png,pv.snec.org.cn/api/getInviteCompanyList,2026
江苏中润光能科技股份有限公司,"Solarspace Technology Co., Ltd",,,,75d807f8-a6c3-46ea-8142-71b203222502,8abce05f-c2dc-475b-8862-2824a747d2a4,5ee94a02-5620-4bb8-8a57-0dc5c17ff91b,//download.snec.org.cn/SNEC/article/2024/04/02//附件三SolarSpace logo-25519262.png,pv.snec.org.cn/api/getInviteCompanyList,2026
上迈（镇江）新能源科技有限公司,Sunman Energy,,,,892ddc90-bed7-4598-a736-449bccdb9d0e,54c8ef97-2545-439b-a49d-9283250657a6,939f5a94-5cc8-4364-8a6b-e2976b8b4792,//download.snec.org.cn/SNEC/article/2024/04/25//上迈新能源logo 中文-40349823.png,pv.snec.org.cn/api/getInviteCompanyList,2026
测试展厅信息1,测试展厅信息1,,,,8e698c3f-439c-4dbe-b991-0a8c62d6df68,6910aba2-9378-4139-bd7c-c697c8ea62c6,,//download.snec.org.cn/SNEC/article/2025/01/15//测试-42195740.png,pv.snec.org.cn/api/getInviteCompanyList,2026
深圳天顺智慧能源科技有限公司,"Shenzhen Titan Smart Energy Technology Co., Ltd.",,,,715fe22e-14e2-4a27-87b1-d315522ce0a2,a64cdbfe-6a66-4524-82ed-4276df33d055,a46916e8-f792-45a4-b6a0-ff094cdefa42,//download.snec.org.cn/SNEC/article/2024/05/16//170X70-87489626.png,pv.snec.org.cn/api/getInviteCompanyList,2026
西安奇点能源股份有限公司,"Xi'an JDEnergy Co., Ltd",,,,42c42e71-9ba0-4174-a082-6e6467cfe457,19a2f661-6e53-4a6d-ab73-6fad799477fc,019ff530-e45f-40fc-9296-b986d7c205ab,//download.snec.org.cn/SNEC/article/2024/05/09//奇点logo矢量图 橙蓝-49907713.png,pv.snec.org.cn/api/getInviteCompanyList,2026
泰科电子,TE Connectivity,,,,94769629-70c4-47e9-a554-7902698ff12c,547f40e8-86f3-4acd-9c5d-8b8c234a830a,0b495ffc-2b84-418f-a3b0-a7d527ee329a,//download.snec.org.cn/SNEC/article/2024/02/29//1709188061089-19436283.png,pv.snec.org.cn/api/getInviteCompanyList,2026
余姚市永创电磁阀有限公司,"Yongchuang solenoid Valve Co.,ltd.",,,,c50ca827-7e0b-4bb3-8621-4ffb73506b75,44f5389e-7dc4-47ac-b86e-d47a35aca420,,//download.snec.org.cn/SNEC/article/2025/05/23//111-83841718.png,pv.snec.org.cn/api/getInviteCompanyList,2026
深圳市唯特偶新材料股份有限公司, SHENZHEN VITAL NEW MATERIAL COMPANY LIMITED,,,,71572872-b6e9-4c68-bfea-a7d3b6fd49e3,3c1c2104-e98c-4541-9027-a2b21d228d75,6ef7886e-e6f4-4abd-85fd-40d14a642e87,//download.snec.org.cn/SNEC/article/2024/05/27//唯特偶logo组合1-50638935.png,pv.snec.org.cn/api/getInviteCompanyList,2026
广州耐普新能源有限公司,"GUANGZHOU NPP NEW ENERGY CO.,LTD.",,,,ceeefe7a-6131-4afa-8dd5-d79026623ae7,a763ce13-53d1-408e-a71b-00964faad56a,0f387aa8-4061-48d7-a40f-88320826054f,//download.snec.org.cn/SNEC/article/2024/04/19//NPP LOGO 180060-12972124.png,pv.snec.org.cn/api/getInviteCompanyList,2026
江苏科强新材料股份有限公司,"Jiangsu Keqiang New Material Co.,Ltd",,,,7fc24d0e-dfdd-4a0b-bed0-dc49958ecff6,63108451-2633-47e0-ac8d-ed6e94338f37,ed83d52a-9db7-4eb0-a2b4-eeb30e06f642,https://download.snec.org.cn/SNEC/article/2025/05/29//江苏科强-14576494.jpg,pv.snec.org.cn/api/getInviteCompanyList,2026
安徽诺科新能源有限公司,"Nuuko Power Co.,Ltd",,,,4c4afdb8-cb9b-4ea8-b4b6-30002e0415a6,d0c0547d-b9fa-4aa7-9cf8-a1a356a78fb5,d5373a51-6d5a-40f2-8076-77e6b688c568,//download.snec.org.cn/SNEC/article/2024/04/25//NUUKO-31961245.png,pv.snec.org.cn/api/getInviteCompanyList,2026
上海申毅洛希能源科技有限公司,"Shanghai Shenyi Roche Energy Co., Ltd.",,,,2d418fc4-985e-4baa-9f85-661327ad28e6,c715093c-0b23-4004-a2ad-1c3ec0e7352e,52dbdc14-8786-427b-a099-125d67bcd84b,//download.snec.org.cn/SNEC/article/2024/05/09//黄黑中文logo-63691816.png,pv.snec.org.cn/api/getInviteCompanyList,2026
艾姆华世特（苏州）传动设备有限公司,M-Haste(Suzhou) transmission equipment Co.，Ltd,,,,07b88b6a-9f1b-4603-8f99-b2ece12a1f4f,037ef14d-1a50-41eb-ad51-897c002af3c4,a2df01a2-f919-4b17-8613-b361ad377a65,//download.snec.org.cn/SNEC/article/2024/04/16//logo1-93771233.png,pv.snec.org.cn/api/getInviteCompanyList,2026
东海县凯凯石英制品有限公司,"DONGHAI KAIKAI QUARTZ PRODUCTS CO.,LTD",,,,c7ba0e6a-7b8c-4555-8445-6444501e2474,506e4546-763a-4a3e-93c0-6a442bdf5b9a,,//download.snec.org.cn/SNEC/article/2025/05/28//QQ_1748400239829-24214762.png,pv.snec.org.cn/api/getInviteCompanyList,2026
上海舜锋机械制造有限公司,"shanghai Shun Feng Machinery Manufacturing Co., Ltd.",,,,970971ea-36c9-4533-b860-83309ce1f38e,d6da7a93-19be-46fb-a478-ed9888526cf2,,//download.snec.org.cn/SNEC/article/2025/05/23//图片1-25352578.png,pv.snec.org.cn/api/getInviteCompanyList,2026
深圳睿电绿能科技有限公司,"Shenzhen Ruidian Green Energy Technology Co., Ltd.",,,,fdef387f-c9fd-43ce-9a30-2265f8f53537,9c2710db-fe8c-44e9-bf11-8cbfeb5cc5d8,7dd8d745-a605-44c4-baea-985f4b8cab35,//download.snec.org.cn/SNEC/article/2024/05/09//艾比森新能源logo（中文-黑橙）.png_副本-82416276.png,pv.snec.org.cn/api/getInviteCompanyList,2026
邯郸市晨翔紧固件制造有限公司,Handan Chenxiang Fastener Manufacturing Co.，Ltd,,,,c524dacd-5acc-4271-9b26-f82d1fa23958,6021a70a-7ee5-4870-9be8-dba4433404c6,dc2e8fed-6d24-45d5-a718-48312f43443d,https://download.snec.org.cn/SNEC/article/2025/05/29//邯郸市晨翔-33072964.jpg,pv.snec.org.cn/api/getInviteCompanyList,2026
南通皋鑫科技开发有限公司,"NanTong GaoXin Science And Technology Development Co.,Ltd",,,,df5f0544-6db3-49e3-8db3-090f19c8f5e6,4130872d-1b80-447c-9628-6bac58b28c26,,//download.snec.org.cn/SNEC/article/2025/05/28//QQ_1748396881282-95349366.png,pv.snec.org.cn/api/getInviteCompanyList,2026
无锡市尚领石英科技有限公司,"Wuxi ShangLing Quartz Technology Ca., Ltd.",,,,e5bb56ab-2faf-446b-bf1a-d2e98b513762,f7f96ae3-8b67-4a5a-81a5-7b1a38a1c92d,799959d3-1e7b-4be9-9020-3b0ae4d620df,//download.snec.org.cn/SNEC/img/2025/05/07//ae62be73f6ee383b1e44f56a0c5a77b-13640941.png,pv.snec.org.cn/api/getInviteCompanyList,2026
邯郸市利企紧固件制造有限公司,Handan Liqi Fastener Manufacturing Co.. Ltd.,,,,5f926916-1e5a-4e10-86ab-5b3d8bc2785c,e68c6151-3de1-4566-a1d5-d91ba42a06b5,42a01d30-03fd-4b3e-bd49-c88c24536fc0,//download.snec.org.cn/SNEC/article/2024/05/27//利企logo-03252977.png,pv.snec.org.cn/api/getInviteCompanyList,2026
苏州普兆新能源设备有限公司,"PROJOY ELECTRIC CO., LTD",,,,5829ee4f-34a3-4297-b6b5-4d1b0bd46f37,75d5fec5-d82d-4777-92ad-bd8e829f67e7,82d8af66-c65e-4475-b7b0-cabc59cba356,//download.snec.org.cn/SNEC/article/2024/04/01//普兆logo-31431373.png,pv.snec.org.cn/api/getInviteCompanyList,2026
北京群菱能源科技有限公司,"Qunling Energy Resources Technology Co.,Ltd",,,,bac2cfde-5505-4ba1-8fd2-8834b6a8621a,37867160-3692-4e7d-a40c-04bc0fdd1bba,5856afa3-d56f-4cc8-aee2-ad2544c170de,//download.snec.org.cn/SNEC/article/2024/06/06//LOGO 群菱-91881597.png,pv.snec.org.cn/api/getInviteCompanyList,2026
北京创四方电子集团股份有限公司,"Beijing TransFar Electronics Group Co., Ltd",,,,9fb4e670-db8e-47d1-9a6f-f89d5a1ce302,7dff1342-1ae8-4b95-ba19-adf1b1e349c5,cd87ac89-45a3-47f2-83b5-cfd0db811ea0,//download.snec.org.cn/SNEC/article/2024/04/03//3.3-64648667.png,pv.snec.org.cn/api/getInviteCompanyList,2026
